timestamp,open,high,low,close,coin,market_cap_usd,total_volume_usd,market_cap_rank,sentiment_votes_up_pct,price_change_pct_7d,price_change_pct_30d,ath_change_pct,circulating_supply,total_supply,fear_greed_index,collected_at
2025-09-09,4302.63,4467.61,4250.48,4309.69,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-09-13,4307.14,4721.04,4279.58,4708.84,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-09-17,4707.47,4762.74,4431.42,4504.27,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-09-21,4503.4,4637.85,4440.0,4481.8,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-09-25,4481.48,4497.46,4100.86,4148.66,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-09-29,4152.85,4160.04,3833.75,4141.84,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-10-03,4139.68,4514.81,4089.64,4484.01,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-10-07,4484.18,4734.99,4443.26,4689.13,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-10-11,4690.84,4753.34,3574.79,3835.63,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-10-15,3841.67,4283.09,3664.38,4128.89,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-10-19,4126.24,4203.8,3687.73,3889.5,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-10-23,3890.02,4106.4,3726.29,3801.79,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-10-27,3805.88,4172.98,3805.8,4161.59,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-10-31,4158.57,4246.23,3687.02,3802.3,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-11-04,3801.55,3911.96,3572.5,3600.72,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-11-08,3600.36,3649.01,3097.71,3434.35,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-11-12,3426.4,3647.92,3360.28,3416.78,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-11-16,3416.07,3583.32,3078.56,3170.11,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-11-20,3169.7,3241.23,2872.51,3017.75,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-11-24,3020.94,3051.09,2632.87,2799.81,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-11-28,2798.91,3066.28,2770.21,3015.61,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-12-02,3014.82,3090.81,2724.95,2799.04,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-12-06,2796.73,3231.79,2785.45,3022.66,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-12-10,3019.83,3388.4,2941.77,3322.47,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-12-14,3318.72,3432.93,3054.43,3115.23,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-12-18,3115.27,3171.02,2796.23,2827.8,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-12-22,2832.47,3005.37,2781.74,3001.6,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-12-26,3004.22,3065.1,2893.8,2904.25,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-12-30,2901.68,3049.93,2896.35,2934.22,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-01-03,2934.36,3144.27,2920.49,3121.9,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-01-07,3124.92,3300.17,3080.89,3295.1,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-01-11,3292.52,3292.52,3058.45,3082.97,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-01-15,3081.69,3386.55,3071.03,3356.5,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-01-19,3354.68,3378.86,3258.59,3284.32,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-01-23,3281.73,3281.73,2872.06,2948.28,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-01-27,2949.66,3005.15,2787.35,2927.84,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-01-31,2924.81,3036.85,2641.68,2702.41,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-02-04,2702.88,2709.04,2117.03,2226.99,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-02-08,2229.7,2287.16,1756.73,2091.04,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-02-12,2089.39,2140.2,1911.96,1939.43,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-02-16,1940.58,2100.05,1902.17,1963.96,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-02-20,1965.16,2030.77,1914.26,1946.91,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-02-24,1948.07,1994.42,1845.98,1853.7,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-02-28,1856.09,2121.02,1807.63,1931.32,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-03-04,1930.31,2072.0,1841.29,1982.46,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-03-08,1981.4,2192.82,1948.58,1969.69,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-03-12,1969.78,2084.64,1922.33,2051.73,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-03-16,2052.16,2200.03,2020.71,2175.06,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-03-20,2177.72,2377.64,2104.6,2137.45,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-03-24,2136.1,2186.9,2030.61,2151.5,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-03-28,2150.13,2196.43,1972.03,1991.9,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-04-01,1990.82,2114.72,1947.32,2104.88,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2026-04-05,2103.22,2161.5,2018.64,2064.99,ethereum,246645942430.0,6790041391.0,2.0,76.92,2.05349,-1.51983,-58.67751,120691237.9809391,120691237.9809391,12,2026-04-05T10:05:48.351892
2025-04-06,0.999644,0.999759,0.999529,0.999605,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-04-10,0.999597,0.999967,0.998787,0.999762,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-04-14,0.999744,0.999912,0.999251,0.999712,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-04-18,0.999706,1.0,0.999603,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-04-22,1.0,1.0,0.999797,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-04-26,1.0,1.001,0.999954,1.001,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-04-30,1.001,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-05-04,1.0,1.0,0.999922,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-05-08,1.0,1.0,0.999704,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-05-12,1.0,1.0,0.999691,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-05-16,1.0,1.0,0.99989,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-05-20,1.0,1.0,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-05-24,1.0,1.001,0.999814,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-05-28,1.0,1.0,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-06-01,1.0,1.0,0.999907,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-06-05,1.0,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-06-09,1.0,1.001,0.999965,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-06-13,1.0,1.0,0.999898,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-06-17,1.0,1.001,0.999866,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-06-21,1.0,1.0,0.999892,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-06-25,1.0,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-06-29,1.0,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-07-03,1.0,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-07-07,1.0,1.0,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-07-11,1.0,1.001,0.999879,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-07-15,1.0,1.0,0.999906,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-07-19,1.0,1.001,0.999659,1.001,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-07-23,1.001,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-07-27,1.0,1.001,0.999967,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-07-31,1.0,1.0,0.99965,0.999902,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-08-04,0.999898,1.0,0.999454,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-08-08,1.0,1.0,0.999744,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-08-12,1.0,1.0,0.999642,0.999983,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-08-16,0.999991,1.001,0.999694,1.001,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-08-20,1.001,1.001,0.99985,0.999895,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-08-24,0.999823,1.0,0.999486,0.99964,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-08-28,0.999647,1.0,0.999636,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-09-01,1.0,1.0,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-09-05,1.0,1.0,0.999948,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-09-09,1.0,1.0,0.999895,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-09-13,1.0,1.001,0.99994,1.001,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-09-17,1.001,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-09-21,1.0,1.001,0.999683,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-09-25,1.0,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-09-29,1.0,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-10-03,1.0,1.001,0.99982,1.001,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-10-07,1.0,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-10-11,1.0,1.009,1.0,1.002,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-10-15,1.002,1.002,1.001,1.001,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-10-19,1.001,1.001,1.0,1.001,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-10-23,1.001,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-10-27,1.0,1.001,1.0,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-10-31,1.0,1.0,0.9999,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-11-04,1.0,1.0,0.999307,0.999931,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-11-08,0.999908,1.0,0.998843,0.999704,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-11-12,0.999476,1.0,0.999226,0.999349,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-11-16,0.999437,1.001,0.99822,0.999625,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-11-20,0.999617,1.003,0.99857,0.999136,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-11-24,0.999185,0.999882,0.998539,0.999798,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-11-28,0.999823,1.0,0.999451,0.999999,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-12-02,0.999985,1.0,0.999739,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-12-06,1.0,1.001,0.999945,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-12-10,1.0,1.0,0.999896,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-12-14,1.0,1.0,0.999999,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-12-18,1.0,1.0,0.999674,0.9998,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-12-22,0.99982,0.999875,0.999381,0.999788,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-12-26,0.999783,0.999879,0.998441,0.999519,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2025-12-30,0.999512,0.999675,0.998811,0.998916,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-01-03,0.99891,0.99965,0.998445,0.999598,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-01-07,0.999601,1.0,0.999297,0.999662,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-01-11,0.999666,0.999666,0.99864,0.99875,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-01-15,0.998766,1.0,0.998573,0.999965,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-01-19,0.999922,0.999953,0.999463,0.999629,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-01-23,0.999633,0.999662,0.998632,0.99905,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-01-27,0.999073,0.999306,0.998356,0.998955,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-01-31,0.998959,0.999892,0.998191,0.998523,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-02-04,0.998532,0.999478,0.998338,0.998717,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-02-08,0.998623,0.999871,0.997653,0.999431,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-02-12,0.999406,0.999914,0.999051,0.999412,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-02-16,0.999411,0.999939,0.99917,0.999591,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-02-20,0.999601,0.999849,0.999424,0.999665,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-02-24,0.99961,1.0,0.999412,0.999719,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-02-28,0.999692,1.0,0.999502,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-03-04,1.0,1.001,0.999549,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-03-08,1.0,1.0,0.999824,0.999979,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-03-12,0.999931,1.0,0.999714,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-03-16,1.0,1.001,0.999899,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-03-20,1.0,1.0,0.999888,1.0,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-03-24,1.0,1.0,0.999563,0.999728,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-03-28,0.99974,0.999828,0.999151,0.999309,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-04-01,0.999323,0.999411,0.998968,0.999103,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
2026-04-05,0.999095,1.0,0.999095,0.999948,tether,,,,,,,,,,12,2026-04-05T10:05:48.351892
